Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:32:20 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:33:00 PM     0      9965    0.03    0.00    0.00    0.00    0.03     1  systemd-journal
04:33:00 PM   111    293346    1.75    1.20    0.00    0.00    2.95     2  netdata
04:33:00 PM   111    293718    0.05    0.10    0.00    0.00    0.15     0  bash
04:33:00 PM   111    293741    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
04:33:00 PM   111    293742    0.12    0.03    0.00    0.00    0.15     4  go.d.plugin
04:33:00 PM  1000    293918    0.20    0.00    0.00    0.00    0.20     1  ssh
04:33:00 PM  1000    293919    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    293346    1.75    1.20    0.00    0.00    2.95     -  netdata
Average:      111    293718    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    293741    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    293742    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:     1000    293918    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    293919    0.00    0.00    0.00    0.00    0.00     -  sh
