Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:18:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:19:25 PM     0      9965    0.00    0.00    0.00    0.03    0.00     0  systemd-journal
03:19:25 PM   111    225525    1.70    1.23    0.00    0.00    2.93     3  netdata
03:19:25 PM   111    225894    0.07    0.10    0.00    0.00    0.18     2  bash
03:19:25 PM   111    225915    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:19:25 PM  1000    226071    0.20    0.00    0.00    0.00    0.20     1  ssh
03:19:25 PM  1000    226072    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.03    0.00     -  systemd-journal
Average:      111    225525    1.70    1.23    0.00    0.00    2.93     -  netdata
Average:      111    225894    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111    225915    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    226071    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    226072    0.00    0.00    0.00    0.00    0.00     -  sh
