Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

01:29:59 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:30:00 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
01:30:00 AM   111   2982940    6.00    8.00    0.00    0.00   14.00     0  netdata
01:30:00 AM   111   2983453    0.00    1.00    0.00    0.00    1.00     0  bash
01:30:00 AM   111   2983476    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:30:00 AM   111   2983477    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:30:00 AM   111   2983479    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:30:00 AM   111   2983481    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:30:00 AM   111   2983484    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:30:00 AM   111   2983485    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:30:00 AM   111   2983490    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:30:00 AM   111   2983501    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
01:30:00 AM  1000   2983807    8.00    0.00    0.00    0.00    8.00     0  ssh
01:30:00 AM  1000   2983808    0.00    0.00    0.00    0.00    0.00     5  sh

01:30:00 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:30:01 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
01:30:01 AM   111   2982940    4.00    5.00    0.00    0.00    9.00     0  netdata
01:30:01 AM   111   2983453    0.00    0.00    0.00    1.00    0.00     0  bash
01:30:01 AM   111   2983476    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:30:01 AM   111   2983477    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:30:01 AM   111   2983479    0.00    1.00    0.00    0.00    1.00     0  go.d.plugin
01:30:01 AM   111   2983481    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:30:01 AM   111   2983484    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:30:01 AM   111   2983485    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:30:01 AM   111   2983490    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:30:01 AM   111   2983501    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:30:01 AM  1000   2983807    0.00    0.00    0.00    0.00    0.00     0  ssh
01:30:01 AM  1000   2983808    0.00    0.00    0.00    0.00    0.00     5  sh

01:30:01 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:30:02 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
01:30:02 AM   111   2982940    6.00    6.00    0.00    0.00   12.00     0  netdata
01:30:02 AM   111   2983453    0.00    0.00    0.00    0.00    0.00     0  bash
01:30:02 AM   111   2983476    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:30:02 AM   111   2983477    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:30:02 AM   111   2983479    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:30:02 AM   111   2983481    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:30:02 AM   111   2983484    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:30:02 AM   111   2983485    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:30:02 AM   111   2983490    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:30:02 AM   111   2983501    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:30:02 AM  1000   2983807    0.00    0.00    0.00    0.00    0.00     0  ssh
01:30:02 AM  1000   2983808    0.00    0.00    0.00    0.00    0.00     5  sh

01:30:02 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:30:03 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
01:30:03 AM   111   2982940    8.00    5.00    0.00    0.00   13.00     0  netdata
01:30:03 AM   111   2983453    0.00    0.00    0.00    0.00    0.00     0  bash
01:30:03 AM   111   2983476    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:30:03 AM   111   2983477    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:30:03 AM   111   2983479    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:30:03 AM   111   2983481    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:30:03 AM   111   2983484    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
