Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:47:07 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:47:47 AM     0      1495    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
02:47:47 AM   111    348291   13.33    4.98    0.00    0.00   18.30     0  netdata
02:47:47 AM   111    348668    0.05    0.15    0.00    0.00    0.20     3  bash
02:47:47 AM   111    348683    0.15    0.00    0.00    0.00    0.15     3  go.d.plugin
02:47:47 AM   111    348687    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
02:47:47 AM  1000    348959    0.00    0.00    0.00    0.00    0.00     4  ssh
02:47:47 AM  1000    349407    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    348291   13.33    4.98    0.00    0.00   18.30     -  netdata
Average:      111    348668    0.05    0.15    0.00    0.00    0.20     -  bash
Average:      111    348683    0.15    0.00    0.00    0.00    0.15     -  go.d.plugin
Average:      111    348687    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    348959    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    349407    0.00    0.00    0.00    0.00    0.00     -  sh
