Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:31:55 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:32:35 AM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
03:32:35 AM   111    398969   15.40    4.78    0.00    0.00   20.18     2  netdata
03:32:35 AM   111    399346    0.15    0.03    0.00    0.00    0.18     1  bash
03:32:35 AM   111    399362    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
03:32:35 AM  1000    399580    0.20    0.00    0.00    0.00    0.20     5  ssh
03:32:35 AM  1000    399581    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    398969   15.40    4.78    0.00    0.00   20.18     -  netdata
Average:      111    399346    0.15    0.03    0.00    0.00    0.18     -  bash
Average:      111    399362    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    399580    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    399581    0.00    0.00    0.00    0.00    0.00     -  sh
