Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:45:29 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:46:09 AM     0      1495    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
02:46:09 AM   111    346659    0.40    0.40    0.00    0.00    0.80     0  netdata
02:46:09 AM   111    347028    0.12    0.05    0.00    0.00    0.18     3  bash
02:46:09 AM   111    347050    0.12    0.03    0.00    0.00    0.15     2  go.d.plugin
02:46:09 AM   111    347053    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
02:46:09 AM  1000    347328    0.00    0.00    0.00    0.00    0.00     5  ssh
02:46:09 AM  1000    347779    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    346659    0.40    0.40    0.00    0.00    0.80     -  netdata
Average:      111    347028    0.12    0.05    0.00    0.00    0.18     -  bash
Average:      111    347050    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:      111    347053    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    347328    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    347779    0.00    0.00    0.00    0.00    0.00     -  sh
