Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

03:28:36 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:29:16 AM   111    398853    1.30    1.07    0.00    0.00    2.38     0  netdata
03:29:16 AM   111    399233    0.05    0.10    0.00    0.03    0.15     0  bash
03:29:16 AM   111    399254    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
03:29:16 AM   111    399259    0.00    0.05    0.00    0.00    0.05     0  debugfs.plugin
03:29:16 AM   111    399261    0.20    0.75    0.00    0.00    0.95     0  apps.plugin
03:29:16 AM   111    399262    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:29:16 AM   111    399263    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
03:29:16 AM   111    399266    0.15    0.03    0.00    0.00    0.18     0  go.d.plugin
03:29:16 AM   111    399268    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
03:29:16 AM   111    399272    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
03:29:16 AM  1000    399464    0.20    0.00    0.00    0.00    0.20     5  ssh
03:29:16 AM  1000    399465    0.00    0.00    0.00    0.00    0.00     5  sh
03:29:16 AM     0   1946633    0.00    0.03    0.00    0.00    0.03     5  systemd-journal

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:      111    398853    1.30    1.07    0.00    0.00    2.38     -  netdata
Average:      111    399233    0.05    0.10    0.00    0.03    0.15     -  bash
Average:      111    399254    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    399259    0.00    0.05    0.00    0.00    0.05     -  debugfs.plugin
Average:      111    399261    0.20    0.75    0.00    0.00    0.95     -  apps.plugin
Average:      111    399262    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    399263    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    399266    0.15    0.03    0.00    0.00    0.18     -  go.d.plugin
Average:      111    399268    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    399272    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:     1000    399464    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    399465    0.00    0.00    0.00    0.00    0.00     -  sh
Average:        0   1946633    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
