Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

03:18:16 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:18:56 PM  1000   1801343    0.00    0.03    0.00    0.00    0.03     5  memcached_stats
03:18:56 PM  1000   1801345    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:     1000   1801343    0.00    0.03    0.00    0.00    0.03     -  memcached_stats
Average:     1000   1801345    0.00    0.00    0.00    0.00    0.00     -  sh
