Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:06:45 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:07:25 AM     0      1495    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
03:07:25 AM   111    368188   13.08    6.25    0.00    0.00   19.32     1  netdata
03:07:25 AM   111    368558    0.07    0.12    0.00    0.00    0.20     0  bash
03:07:25 AM   111    368582    0.15    0.00    0.00    0.00    0.15     3  go.d.plugin
03:07:25 AM   111    368584    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:07:25 AM  1000    368854    0.00    0.00    0.00    0.00    0.00     2  ssh
03:07:25 AM  1000    369317    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    368188   13.08    6.25    0.00    0.00   19.32     -  netdata
Average:      111    368558    0.07    0.12    0.00    0.00    0.20     -  bash
Average:      111    368582    0.15    0.00    0.00    0.00    0.15     -  go.d.plugin
Average:      111    368584    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    368854    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    369317    0.00    0.00    0.00    0.00    0.00     -  sh
