Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:43:31 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:44:11 AM     0      1495    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
03:44:11 AM   111    413871   15.62    4.45    0.00    0.00   20.08     1  netdata
03:44:11 AM   111    414242    0.15    0.00    0.00    0.00    0.15     1  bash
03:44:11 AM   111    414262    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
03:44:11 AM  1000    414482    0.20    0.00    0.00    0.00    0.20     0  ssh
03:44:11 AM  1000    414483    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    413871   15.62    4.45    0.00    0.00   20.08     -  netdata
Average:      111    414242    0.15    0.00    0.00    0.00    0.15     -  bash
Average:      111    414262    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    414482    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    414483    0.00    0.00    0.00    0.00    0.00     -  sh
