Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:03:29 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:04:09 AM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
03:04:09 AM   111    364838    0.50    0.30    0.00    0.00    0.80     0  netdata
03:04:09 AM   111    365209    0.07    0.07    0.00    0.00    0.15     4  bash
03:04:09 AM   111    365231    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
03:04:09 AM   111    365233    0.18    0.00    0.00    0.00    0.18     2  go.d.plugin
03:04:09 AM  1000    365522    0.00    0.00    0.00    0.00    0.00     1  ssh
03:04:09 AM  1000    365967    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    364838    0.50    0.30    0.00    0.00    0.80     -  netdata
Average:      111    365209    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    365231    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    365233    0.18    0.00    0.00    0.00    0.18     -  go.d.plugin
Average:     1000    365522    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    365967    0.00    0.00    0.00    0.00    0.00     -  sh
