Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

01:47:30 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:47:31 AM   111    323863    9.00    6.00    0.00    0.00   15.00     0  netdata
01:47:31 AM   111    324240    0.00    0.00    0.00    0.00    0.00     0  bash
01:47:31 AM   111    324259    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:47:31 AM   111    324260    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:47:31 AM   111    324261    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:47:31 AM   111    324263    1.00    0.00    0.00    0.00    1.00     0  go.d.plugin
01:47:31 AM   111    324264    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:47:31 AM   111    324265    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:47:31 AM   111    324274    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:47:31 AM   111    324284    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:47:31 AM  1000    324472    8.00    0.00    0.00    0.00    8.00     5  ssh
01:47:31 AM  1000    324473    0.00    0.00    0.00    0.00    0.00     0  sh
01:47:31 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal

01:47:31 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:47:32 AM   111    323863    1.00    6.00    0.00    0.00    7.00     0  netdata
01:47:32 AM   111    324240    0.00    0.00    0.00    0.00    0.00     0  bash
01:47:32 AM   111    324259    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:47:32 AM   111    324260    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:47:32 AM   111    324261    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:47:32 AM   111    324263    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:47:32 AM   111    324264    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:47:32 AM   111    324265    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:47:32 AM   111    324274    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:47:32 AM   111    324284    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:47:32 AM  1000    324472    0.00    0.00    0.00    0.00    0.00     5  ssh
01:47:32 AM  1000    324473    0.00    0.00    0.00    0.00    0.00     0  sh
01:47:32 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

01:47:32 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:47:33 AM   111    323863    5.00    6.00    0.00    0.00   11.00     0  netdata
01:47:33 AM   111    324240    0.00    0.00    0.00    0.00    0.00     0  bash
01:47:33 AM   111    324259    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:47:33 AM   111    324260    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:47:33 AM   111    324261    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:47:33 AM   111    324263    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:47:33 AM   111    324264    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:47:33 AM   111    324265    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:47:33 AM   111    324274    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:47:33 AM   111    324284    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:47:33 AM  1000    324472    0.00    0.00    0.00    0.00    0.00     5  ssh
