Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

01:48:36 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:48:37 AM   111    326596    5.00    6.00    0.00    0.00   11.00     0  netdata
01:48:37 AM   111    326973    0.00    0.00    0.00    0.00    0.00     0  bash
01:48:37 AM   111    326992    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:48:37 AM   111    326995    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
01:48:37 AM   111    326997    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:48:37 AM   111    326998    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:48:37 AM   111    327006    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:48:37 AM   111    327008    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:48:37 AM   111    327010    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:48:37 AM   111    327013    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:48:37 AM  1000    327207    8.00    0.00    0.00    0.00    8.00     2  ssh
01:48:37 AM  1000    327208    0.00    0.00    0.00    0.00    0.00     3  sh
01:48:37 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

01:48:37 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:48:38 AM   111    326596    3.00    8.00    0.00    0.00   11.00     0  netdata
01:48:38 AM   111    326973    0.00    0.00    0.00    0.00    0.00     0  bash
01:48:38 AM   111    326992    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:48:38 AM   111    326995    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:48:38 AM   111    326997    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:48:38 AM   111    326998    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:48:38 AM   111    327006    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:48:38 AM   111    327008    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:48:38 AM   111    327010    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:48:38 AM   111    327013    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:48:38 AM  1000    327207    0.00    0.00    0.00    0.00    0.00     2  ssh
01:48:38 AM  1000    327208    0.00    0.00    0.00    0.00    0.00     3  sh
01:48:38 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

01:48:38 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:48:39 AM   111    326596    1.00    5.00    0.00    0.00    6.00     0  netdata
01:48:39 AM   111    326973    0.00    1.00    0.00    0.00    1.00     0  bash
01:48:39 AM   111    326992    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:48:39 AM   111    326995    0.00    2.00    0.00    0.00    2.00     0  apps.plugin
01:48:39 AM   111    326997    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:48:39 AM   111    326998    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:48:39 AM   111    327006    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
