Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

03:27:44 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:28:24 AM   111    397654    1.27    1.00    0.00    0.00    2.27     0  netdata
03:28:24 AM   111    398031    0.05    0.10    0.00    0.00    0.15     0  bash
03:28:24 AM   111    398050    0.22    0.70    0.00    0.00    0.92     0  apps.plugin
03:28:24 AM   111    398051    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
03:28:24 AM   111    398052    0.03    0.03    0.00    0.00    0.05     0  debugfs.plugin
03:28:24 AM   111    398055    0.03    0.03    0.00    0.00    0.05     0  ebpf.plugin
03:28:24 AM   111    398057    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
03:28:24 AM   111    398059    0.12    0.03    0.00    0.00    0.15     0  go.d.plugin
03:28:24 AM   111    398061    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
03:28:24 AM   111    398066    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:28:24 AM  1000    398263    0.20    0.00    0.00    0.00    0.20     5  ssh
03:28:24 AM  1000    398264    0.00    0.00    0.00    0.00    0.00     4  sh
03:28:24 AM     0   1946633    0.03    0.03    0.00    0.00    0.05     2  systemd-journal

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:      111    397654    1.27    1.00    0.00    0.00    2.27     -  netdata
Average:      111    398031    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    398050    0.22    0.70    0.00    0.00    0.92     -  apps.plugin
Average:      111    398051    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    398052    0.03    0.03    0.00    0.00    0.05     -  debugfs.plugin
Average:      111    398055    0.03    0.03    0.00    0.00    0.05     -  ebpf.plugin
Average:      111    398057    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    398059    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:      111    398061    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    398066    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    398263    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    398264    0.00    0.00    0.00    0.00    0.00     -  sh
Average:        0   1946633    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
