Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

08:44:30 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:45:10 PM     0      9965    0.03    0.03    0.00    0.00    0.05     2  systemd-journal
08:45:10 PM   111   3717871   17.10    5.95    0.00    0.00   23.05     2  netdata
08:45:10 PM   111   3718241    0.07    0.10    0.00    0.00    0.18     0  bash
08:45:10 PM   111   3718261    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
08:45:10 PM  1000   3718417    0.18    0.00    0.00    0.00    0.18     2  ssh
08:45:10 PM  1000   3718418    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111   3717871   17.10    5.95    0.00    0.00   23.05     -  netdata
Average:      111   3718241    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   3718261    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3718417    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000   3718418    0.00    0.00    0.00    0.00    0.00     -  sh
