Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

09:16:10 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:16:50 PM     0      9965    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
09:16:50 PM   111   3762822   13.83    6.62    0.00    0.00   20.45     4  netdata
09:16:50 PM   111   3763199    0.07    0.10    0.00    0.00    0.18     1  bash
09:16:50 PM   111   3763213    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
09:16:50 PM   111   3763216    0.18    0.03    0.00    0.00    0.20     4  go.d.plugin
09:16:50 PM  1000   3763401    0.18    0.00    0.00    0.00    0.18     5  ssh
09:16:50 PM  1000   3763402    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111   3762822   13.83    6.62    0.00    0.00   20.45     -  netdata
Average:      111   3763199    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   3763213    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111   3763216    0.18    0.03    0.00    0.00    0.20     -  go.d.plugin
Average:     1000   3763401    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000   3763402    0.00    0.00    0.00    0.00    0.00     -  sh
