Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:27:30 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:28:10 AM     0      1495    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
02:28:10 AM   111    328876   11.38    5.15    0.00    0.00   16.53     3  netdata
02:28:10 AM   111    329246    0.10    0.10    0.00    0.00    0.20     2  bash
02:28:10 AM   111    329270    0.07    0.05    0.00    0.00    0.12     0  go.d.plugin
02:28:10 AM   111    329271    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
02:28:10 AM  1000    329533    0.00    0.00    0.00    0.00    0.00     3  ssh
02:28:10 AM  1000    329981    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    328876   11.38    5.15    0.00    0.00   16.53     -  netdata
Average:      111    329246    0.10    0.10    0.00    0.00    0.20     -  bash
Average:      111    329270    0.07    0.05    0.00    0.00    0.12     -  go.d.plugin
Average:      111    329271    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    329533    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    329981    0.00    0.00    0.00    0.00    0.00     -  sh
