Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

12:20:00 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:20:40 AM     0      9965    0.03    0.03    0.00    0.00    0.05     5  systemd-journal
12:20:40 AM   111   3920459    3.48    1.80    0.00    0.00    5.27     2  netdata
12:20:40 AM   111   3920828    0.07    0.07    0.00    0.00    0.15     3  bash
12:20:40 AM   111   3920851    0.15    0.03    0.00    0.00    0.18     2  go.d.plugin
12:20:40 AM   111   3920854    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
12:20:40 AM  1000   3921038    0.20    0.00    0.00    0.00    0.20     4  ssh
12:20:40 AM  1000   3921039    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111   3920459    3.48    1.80    0.00    0.00    5.27     -  netdata
Average:      111   3920828    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3920851    0.15    0.03    0.00    0.00    0.18     -  go.d.plugin
Average:      111   3920854    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3921038    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3921039    0.00    0.00    0.00    0.00    0.00     -  sh
