Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

11:48:18 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:48:58 PM     0      9965    0.03    0.00    0.00    0.00    0.03     2  systemd-journal
11:48:58 PM   111   3875563    1.62    1.70    0.00    0.00    3.33     1  netdata
11:48:58 PM   111   3875932    0.07    0.07    0.00    0.00    0.15     3  bash
11:48:58 PM   111   3875956    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:48:58 PM  1000   3876109    0.20    0.00    0.00    0.00    0.20     2  ssh
11:48:58 PM  1000   3876110    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111   3875563    1.62    1.70    0.00    0.00    3.33     -  netdata
Average:      111   3875932    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3875956    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3876109    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3876110    0.00    0.00    0.00    0.00    0.00     -  sh
