Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:23:07 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:23:47 PM     0      1495    0.00    0.03    0.00    0.00    0.03     2  systemd-journal
08:23:47 PM  1000     66746    0.00    0.00    0.00    0.00    0.00     2  batcat
08:23:47 PM   111     68813    0.47    0.33    0.00    0.00    0.80     4  netdata
08:23:47 PM   111     69182    0.07    0.10    0.00    0.00    0.18     3  bash
08:23:47 PM   111     69207    0.10    0.03    0.00    0.00    0.12     4  go.d.plugin
08:23:47 PM   111     69208    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
08:23:47 PM  1000     69467    0.00    0.00    0.00    0.00    0.00     3  ssh
08:23:47 PM  1000     69939    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:     1000     66746    0.00    0.00    0.00    0.00    0.00     -  batcat
Average:      111     68813    0.47    0.33    0.00    0.00    0.80     -  netdata
Average:      111     69182    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111     69207    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:      111     69208    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     69467    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     69939    0.00    0.00    0.00    0.00    0.00     -  sh
