Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

09:08:31 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:09:11 PM     0      1495    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
09:09:11 PM   111    120936    0.55    0.12    0.00    0.00    0.68     4  netdata
09:09:11 PM   111    121313    0.07    0.10    0.00    0.00    0.18     2  bash
09:09:11 PM   111    121329    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
09:09:11 PM  1000    121553    0.20    0.00    0.00    0.00    0.20     0  ssh
09:09:11 PM  1000    121554    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    120936    0.55    0.12    0.00    0.00    0.68     -  netdata
Average:      111    121313    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111    121329    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    121553    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    121554    0.00    0.00    0.00    0.00    0.00     -  sh
