Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:24:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:25:25 PM     0      1495    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
08:25:25 PM  1000     66746    0.00    0.00    0.00    0.00    0.00     2  batcat
08:25:25 PM   111     70473   12.35    5.47    0.00    0.00   17.82     4  netdata
08:25:25 PM   111     70845    0.10    0.10    0.00    0.00    0.20     0  bash
08:25:25 PM   111     70868    0.10    0.03    0.00    0.00    0.12     3  go.d.plugin
08:25:25 PM   111     70871    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
08:25:25 PM  1000     71129    0.00    0.00    0.00    0.00    0.00     1  ssh
08:25:25 PM  1000     71604    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:     1000     66746    0.00    0.00    0.00    0.00    0.00     -  batcat
Average:      111     70473   12.35    5.47    0.00    0.00   17.82     -  netdata
Average:      111     70845    0.10    0.10    0.00    0.00    0.20     -  bash
Average:      111     70868    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:      111     70871    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     71129    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     71604    0.00    0.00    0.00    0.00    0.00     -  sh
