Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:21:29 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:22:09 PM     0      1495    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
08:22:09 PM  1000     66746    0.00    0.00    0.00    0.00    0.00     2  batcat
08:22:09 PM   111     67116    0.47    0.25    0.00    0.00    0.73     4  netdata
08:22:09 PM   111     67491    0.05    0.07    0.00    0.00    0.12     2  bash
08:22:09 PM   111     67512    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
08:22:09 PM   111     67513    0.07    0.03    0.00    0.00    0.10     0  go.d.plugin
08:22:09 PM  1000     67767    0.00    0.00    0.00    0.00    0.00     2  ssh
08:22:09 PM  1000     68279    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:     1000     66746    0.00    0.00    0.00    0.00    0.00     -  batcat
Average:      111     67116    0.47    0.25    0.00    0.00    0.73     -  netdata
Average:      111     67491    0.05    0.07    0.00    0.00    0.12     -  bash
Average:      111     67512    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111     67513    0.07    0.03    0.00    0.00    0.10     -  go.d.plugin
Average:     1000     67767    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     68279    0.00    0.00    0.00    0.00    0.00     -  sh
