Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:32:49 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:33:29 PM     0      9965    0.03    0.00    0.00    0.00    0.03     2  systemd-journal
03:33:29 PM   111    245136    1.27    1.35    0.00    0.00    2.62     4  netdata
03:33:29 PM   111    245507    0.07    0.10    0.00    0.00    0.18     4  bash
03:33:29 PM   111    245529    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:33:29 PM  1000    245682    0.20    0.00    0.00    0.00    0.20     0  ssh
03:33:29 PM  1000    245683    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    245136    1.27    1.35    0.00    0.00    2.62     -  netdata
Average:      111    245507    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111    245529    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    245682    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    245683    0.00    0.00    0.00    0.00    0.00     -  sh
