Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:45:32 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:46:12 PM     0      9965    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
04:46:12 PM   111    312140    1.95    1.80    0.00    0.00    3.75     2  netdata
04:46:12 PM   111    312510    0.10    0.05    0.00    0.00    0.15     3  bash
04:46:12 PM   111    312532    0.15    0.05    0.00    0.00    0.20     4  go.d.plugin
04:46:12 PM   111    312535    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
04:46:12 PM  1000    312719    0.20    0.00    0.00    0.00    0.20     0  ssh
04:46:12 PM  1000    312720    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    312140    1.95    1.80    0.00    0.00    3.75     -  netdata
Average:      111    312510    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111    312532    0.15    0.05    0.00    0.00    0.20     -  go.d.plugin
Average:      111    312535    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    312719    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    312720    0.00    0.00    0.00    0.00    0.00     -  sh
