Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:14:56 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:15:36 PM     0      1495    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
08:15:36 PM   111     58148   11.80    5.97    0.00    0.00   17.77     3  netdata
08:15:36 PM   111     58517    0.07    0.10    0.00    0.00    0.18     1  bash
08:15:36 PM   111     58542    0.07    0.03    0.00    0.00    0.10     3  go.d.plugin
08:15:36 PM   111     58543    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
08:15:36 PM  1000     58803    0.00    0.00    0.00    0.00    0.00     4  ssh
08:15:36 PM  1000     59363    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     58148   11.80    5.97    0.00    0.00   17.77     -  netdata
Average:      111     58517    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111     58542    0.07    0.03    0.00    0.00    0.10     -  go.d.plugin
Average:      111     58543    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     58803    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     59363    0.00    0.00    0.00    0.00    0.00     -  sh
