Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:11:40 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:12:20 PM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
08:12:20 PM   111     54855    0.38    0.35    0.00    0.00    0.73     1  netdata
08:12:20 PM   111     55232    0.05    0.12    0.00    0.00    0.18     3  bash
08:12:20 PM   111     55249    0.10    0.03    0.00    0.00    0.12     1  go.d.plugin
08:12:20 PM   111     55251    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
08:12:20 PM  1000     55505    0.00    0.00    0.00    0.00    0.00     1  ssh
08:12:20 PM  1000     55980    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     54855    0.38    0.35    0.00    0.00    0.73     -  netdata
Average:      111     55232    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111     55249    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:      111     55251    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     55505    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     55980    0.00    0.00    0.00    0.00    0.00     -  sh
