Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

01:48:14 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:48:15 AM   111    325656    4.00   11.00    0.00    0.00   15.00     0  netdata
01:48:15 AM   111    326036    0.00    0.00    0.00    0.00    0.00     0  bash
01:48:15 AM   111    326056    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:48:15 AM   111    326057    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:48:15 AM   111    326058    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:48:15 AM   111    326059    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:48:15 AM   111    326061    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:48:15 AM   111    326063    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:48:15 AM   111    326064    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:48:15 AM   111    326075    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:48:15 AM  1000    326267    8.00    0.00    0.00    0.00    8.00     4  ssh
01:48:15 AM  1000    326268    0.00    0.00    0.00    0.00    0.00     4  sh
01:48:15 AM     0   1946633    1.00    0.00    0.00    0.00    1.00     3  systemd-journal

01:48:15 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:48:16 AM   111    325656    2.00    6.00    0.00    0.00    8.00     0  netdata
01:48:16 AM   111    326036    0.00    0.00    0.00    0.00    0.00     0  bash
01:48:16 AM   111    326056    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:48:16 AM   111    326057    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:48:16 AM   111    326058    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:48:16 AM   111    326059    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:48:16 AM   111    326061    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:48:16 AM   111    326063    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:48:16 AM   111    326064    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:48:16 AM   111    326075    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:48:16 AM  1000    326267    0.00    0.00    0.00    0.00    0.00     4  ssh
01:48:16 AM  1000    326268    0.00    0.00    0.00    0.00    0.00     4  sh
01:48:16 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

01:48:16 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:48:17 AM   111    325656    3.00    7.00    0.00    0.00   10.00     0  netdata
01:48:17 AM   111    326036    0.00    0.00    0.00    0.00    0.00     0  bash
01:48:17 AM   111    326056    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:48:17 AM   111    326057    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:48:17 AM   111    326058    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:48:17 AM   111    326059    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:48:17 AM   111    326061    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:48:17 AM   111    326063    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:48:17 AM   111    326064    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:48:17 AM   111    326075    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:48:17 AM  1000    326267    0.00    0.00    0.00    0.00    0.00     4  ssh
01:48:17 AM  1000    326268    0.00    0.00    0.00    0.00    0.00     4  sh
