Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

01:47:08 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:47:09 AM   111    322925    7.00    9.00    0.00    0.00   16.00     0  netdata
01:47:09 AM   111    323302    0.00    0.00    0.00    0.00    0.00     0  bash
01:47:09 AM   111    323322    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:47:09 AM   111    323323    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:47:09 AM   111    323325    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:47:09 AM   111    323326    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:47:09 AM   111    323336    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:47:09 AM   111    323338    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:47:09 AM   111    323340    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:47:09 AM   111    323341    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:47:09 AM  1000    323534    8.00    0.00    0.00    0.00    8.00     5  ssh
01:47:09 AM  1000    323535    0.00    0.00    0.00    0.00    0.00     3  sh
01:47:09 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

01:47:09 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:47:10 AM   111    322925    3.00    5.00    0.00    0.00    8.00     0  netdata
01:47:10 AM   111    323302    0.00    0.00    0.00    0.00    0.00     0  bash
01:47:10 AM   111    323322    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:47:10 AM   111    323323    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:47:10 AM   111    323325    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:47:10 AM   111    323326    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:47:10 AM   111    323336    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:47:10 AM   111    323338    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:47:10 AM   111    323340    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:47:10 AM   111    323341    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:47:10 AM  1000    323534    0.00    0.00    0.00    0.00    0.00     5  ssh
01:47:10 AM  1000    323535    0.00    0.00    0.00    0.00    0.00     3  sh
01:47:10 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal

01:47:10 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:47:11 AM   111    322925    4.00    7.00    0.00    0.00   11.00     0  netdata
01:47:11 AM   111    323302    0.00    0.00    0.00    0.00    0.00     0  bash
01:47:11 AM   111    323322    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:47:11 AM   111    323323    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:47:11 AM   111    323325    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:47:11 AM   111    323326    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:47:11 AM   111    323336    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:47:11 AM   111    323338    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:47:11 AM   111    323340    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:47:11 AM   111    323341    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:47:11 AM  1000    323534    0.00    0.00    0.00    0.00    0.00     5  ssh
01:47:11 AM  1000    323535    0.00    0.00    0.00    0.00    0.00     3  sh
01:47:11 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal

01:47:11 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:47:12 AM   111    322925    7.00    5.00    0.00    0.00   12.00     0  netdata
01:47:12 AM   111    323302    0.00    0.00    0.00    0.00    0.00     0  bash
01:47:12 AM   111    323322    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
