Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

05:29:12 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:29:52 PM     0     12006    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
05:29:52 PM   111   1894928    0.33    0.43    0.00    0.00    0.75     3  netdata
05:29:52 PM   111   1895297    0.07    0.10    0.00    0.00    0.18     3  bash
05:29:52 PM   111   1895322    0.10    0.03    0.00    0.00    0.12     3  go.d.plugin
05:29:52 PM   111   1895324    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
05:29:52 PM  1000   1895578    0.00    0.00    0.00    0.00    0.00     1  ssh
05:29:52 PM  1000   1896053    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0     12006    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111   1894928    0.33    0.43    0.00    0.00    0.75     -  netdata
Average:      111   1895297    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   1895322    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:      111   1895324    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   1895578    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000   1896053    0.00    0.00    0.00    0.00    0.00     -  sh
