          <idle>-0       [003] .Ns2. 174486.744372: bpf_trace_printk: [ABORTED] port: 11211, total_metrics_size is -2 

          <idle>-0       [003] .Ns2. 174540.938149: bpf_trace_printk: [ABORTED] port: 11211, total_metrics_size is -2 

